,ItemCode,CategoryCode,Week_num,WeeklySales,Unique_ID
68,9925,category_2,9,12,9925_9
69,9925,category_2,10,10,9925_10
70,9925,category_2,11,21,9925_11
71,9925,category_2,12,15,9925_12
72,9925,category_2,13,17,9925_13
73,9925,category_2,14,19,9925_14
74,9925,category_2,15,8,9925_15
75,9925,category_2,16,9,9925_16
76,9925,category_2,17,14,9925_17
77,9925,category_2,18,10,9925_18
78,9925,category_2,19,8,9925_19
79,9925,category_2,20,21,9925_20
80,16936,category_3,1,9,16936_1
81,16936,category_3,2,25,16936_2
82,16936,category_3,3,40,16936_3
83,16936,category_3,4,31,16936_4
84,16936,category_3,5,21,16936_5
85,16936,category_3,6,43,16936_6
86,16936,category_3,7,7,16936_7
87,16936,category_3,8,34,16936_8
88,16936,category_3,9,151,16936_9
89,16936,category_3,10,32,16936_10
90,16936,category_3,11,28,16936_11
91,16936,category_3,12,25,16936_12
92,16936,category_3,13,49,16936_13
93,16936,category_3,14,40,16936_14
94,16936,category_3,15,74,16936_15
95,16936,category_3,16,66,16936_16
96,16936,category_3,17,43,16936_17
97,16936,category_3,18,66,16936_18
98,16936,category_3,19,48,16936_19
99,16936,category_3,20,71,16936_20
100,17287,category_1,1,2,17287_1
101,17287,category_1,2,16,17287_2
102,17287,category_1,3,6,17287_3
103,17287,category_1,4,10,17287_4
104,17287,category_1,5,21,17287_5
105,17287,category_1,6,21,17287_6
106,17287,category_1,7,12,17287_7
107,17287,category_1,8,20,17287_8
108,17287,category_1,9,10,17287_9
109,17287,category_1,10,24,17287_10
110,17287,category_1,11,23,17287_11
111,17287,category_1,12,6,17287_12
112,17287,category_1,13,18,17287_13
113,17287,category_1,14,21,17287_14
114,17287,category_1,15,21,17287_15
115,17287,category_1,16,17,17287_16
116,17287,category_1,17,28,17287_17
117,17287,category_1,18,82,17287_18
118,17287,category_1,19,14,17287_19
119,17287,category_1,20,23,17287_20
120,17296,category_1,1,115,17296_1
121,17296,category_1,2,274,17296_2
122,17296,category_1,3,438,17296_3
123,17296,category_1,4,276,17296_4
124,17296,category_1,5,485,17296_5
125,17296,category_1,6,578,17296_6
126,17296,category_1,7,643,17296_7
127,17296,category_1,8,540,17296_8
128,17296,category_1,9,580,17296_9
129,17296,category_1,10,435,17296_10
130,17296,category_1,11,595,17296_11
131,17296,category_1,12,569,17296_12
132,17296,category_1,13,434,17296_13
133,17296,category_1,14,481,17296_14
134,17296,category_1,15,621,17296_15
135,17296,category_1,16,503,17296_16
136,17296,category_1,17,909,17296_17
137,17296,category_1,18,301,17296_18
138,17296,category_1,19,574,17296_19
139,17296,category_1,20,331,17296_20
140,20824,category_2,1,53,20824_1
141,20824,category_2,2,144,20824_2
142,20824,category_2,3,123,20824_3
143,20824,category_2,4,112,20824_4
144,20824,category_2,5,103,20824_5
145,20824,category_2,6,163,20824_6
146,20824,category_2,7,284,20824_7
147,20824,category_2,8,140,20824_8
148,20824,category_2,9,134,20824_9
149,20824,category_2,10,115,20824_10
150,20824,category_2,11,122,20824_11
151,20824,category_2,12,103,20824_12
152,20824,category_2,13,119,20824_13
153,20824,category_2,14,116,20824_14
154,20824,category_2,15,91,20824_15
155,20824,category_2,16,126,20824_16
156,20824,category_2,17,94,20824_17
157,20824,category_2,18,122,20824_18
158,20824,category_2,19,136,20824_19
159,20824,category_2,20,136,20824_20
160,23200,category_4,1,8,23200_1
161,23200,category_4,2,7,23200_2
162,23200,category_4,3,33,23200_3
163,23200,category_4,4,7,23200_4
164,23200,category_4,5,64,23200_5
165,23200,category_4,6,80,23200_6
166,23200,category_4,7,61,23200_7
167,23200,category_4,8,30,23200_8
168,23200,category_4,9,108,23200_9
169,23200,category_4,10,163,23200_10
170,23200,category_4,11,195,23200_11
171,23200,category_4,12,149,23200_12
172,23200,category_4,13,73,23200_13
173,23200,category_4,14,95,23200_14
174,23200,category_4,20,22,23200_20
175,23569,category_2,1,15,23569_1
176,23569,category_2,2,13,23569_2
177,23569,category_2,3,3,23569_3
178,23569,category_2,4,11,23569_4
179,23569,category_2,5,10,23569_5
180,23569,category_2,6,30,23569_6
181,23569,category_2,7,52,23569_7
182,23569,category_2,8,35,23569_8
183,23569,category_2,9,21,23569_9
184,23569,category_2,10,29,23569_10
185,23569,category_2,11,11,23569_11
186,23569,category_2,12,21,23569_12
187,23569,category_2,13,16,23569_13
188,23569,category_2,14,16,23569_14
189,23569,category_2,15,15,23569_15
190,23569,category_2,16,20,23569_16
191,23569,category_2,17,23,23569_17
192,23569,category_2,18,24,23569_18
193,23569,category_2,19,18,23569_19
194,23569,category_2,20,16,23569_20
195,24136,category_1,1,17,24136_1
196,24136,category_1,2,25,24136_2
197,24136,category_1,3,45,24136_3
198,24136,category_1,4,130,24136_4
199,24136,category_1,5,36,24136_5
200,24136,category_1,6,33,24136_6
201,24136,category_1,7,17,24136_7
202,24136,category_1,8,7,24136_8
203,24136,category_1,9,22,24136_9
204,24136,category_1,10,25,24136_10
205,24136,category_1,11,23,24136_11
206,24136,category_1,12,16,24136_12
207,24136,category_1,13,31,24136_13
208,24136,category_1,14,25,24136_14
209,24136,category_1,15,31,24136_15
210,24136,category_1,16,27,24136_16
211,24136,category_1,17,55,24136_17
212,24136,category_1,18,33,24136_18
213,24136,category_1,19,16,24136_19
214,24136,category_1,20,26,24136_20
215,30877,category_2,1,21,30877_1
216,30877,category_2,2,70,30877_2
217,30877,category_2,3,41,30877_3
218,30877,category_2,4,51,30877_4
219,30877,category_2,5,64,30877_5
220,30877,category_2,6,72,30877_6
221,30877,category_2,7,131,30877_7
222,30877,category_2,8,50,30877_8
223,30877,category_2,9,61,30877_9
224,30877,category_2,10,98,30877_10
225,30877,category_2,11,103,30877_11
226,30877,category_2,12,44,30877_12
227,30877,category_2,13,68,30877_13
228,30877,category_2,14,50,30877_14
229,30877,category_2,15,44,30877_15
230,30877,category_2,16,64,30877_16
231,30877,category_2,17,114,30877_17
232,30877,category_2,18,107,30877_18
233,30877,category_2,19,71,30877_19
234,30877,category_2,20,92,30877_20
235,32245,category_2,1,26,32245_1
236,32245,category_2,2,41,32245_2
237,32245,category_2,3,24,32245_3
238,32245,category_2,4,45,32245_4
239,32245,category_2,5,28,32245_5
240,32245,category_2,6,27,32245_6
241,32245,category_2,7,29,32245_7
242,32245,category_2,8,40,32245_8
243,32245,category_2,9,29,32245_9
244,32245,category_2,10,46,32245_10
245,32245,category_2,11,38,32245_11
246,32245,category_2,12,18,32245_12
247,32245,category_2,13,53,32245_13
248,32245,category_2,14,29,32245_14
249,32245,category_2,15,78,32245_15
250,32245,category_2,16,30,32245_16
251,32245,category_2,17,51,32245_17
252,32245,category_2,18,51,32245_18
253,32245,category_2,19,51,32245_19
254,32245,category_2,20,51,32245_20
255,35449,category_1,1,2,35449_1
256,35449,category_1,2,1,35449_2
257,35449,category_1,3,3,35449_3
258,35449,category_1,4,6,35449_4
259,35449,category_1,5,6,35449_5
260,35449,category_1,6,5,35449_6
261,35449,category_1,7,7,35449_7
262,35449,category_1,8,5,35449_8
263,35449,category_1,9,18,35449_9
264,35449,category_1,10,11,35449_10
265,35449,category_1,11,27,35449_11
266,35449,category_1,12,17,35449_12
267,35449,category_1,13,20,35449_13
268,35449,category_1,14,1,35449_14
269,35449,category_1,15,14,35449_15
270,35449,category_1,16,15,35449_16
271,35449,category_1,17,11,35449_17
272,35449,category_1,18,16,35449_18
273,35449,category_1,19,23,35449_19
274,35449,category_1,20,29,35449_20
275,35530,category_1,1,2,35530_1
276,35530,category_1,2,21,35530_2
277,35530,category_1,3,24,35530_3
278,35530,category_1,4,7,35530_4
279,35530,category_1,5,15,35530_5
280,35530,category_1,6,3,35530_6
281,35530,category_1,7,18,35530_7
282,35530,category_1,8,3,35530_8
283,35530,category_1,9,20,35530_9
284,35530,category_1,10,6,35530_10
285,35530,category_1,11,21,35530_11
286,35530,category_1,12,7,35530_12
287,35530,category_1,13,16,35530_13
288,35530,category_1,14,8,35530_14
289,35530,category_1,15,16,35530_15
290,35530,category_1,16,17,35530_16
291,35530,category_1,17,10,35530_17
292,35530,category_1,18,16,35530_18
293,35530,category_1,20,22,35530_20
294,35584,category_1,1,1,35584_1
295,35584,category_1,2,6,35584_2
296,35584,category_1,3,5,35584_3
297,35584,category_1,4,4,35584_4
298,35584,category_1,5,8,35584_5
299,35584,category_1,6,2,35584_6
300,35584,category_1,7,2,35584_7
301,35584,category_1,8,5,35584_8
302,35584,category_1,9,4,35584_9
303,35584,category_1,10,7,35584_10
304,35584,category_1,11,8,35584_11
305,35584,category_1,12,12,35584_12
306,35584,category_1,13,19,35584_13
307,35584,category_1,14,4,35584_14
308,35584,category_1,15,4,35584_15
309,35584,category_1,16,22,35584_16
310,35584,category_1,17,4,35584_17
311,35584,category_1,18,5,35584_18
312,35584,category_1,19,5,35584_19
313,35584,category_1,20,10,35584_20
314,36898,category_1,1,17,36898_1
315,36898,category_1,2,55,36898_2
316,36898,category_1,3,40,36898_3
317,36898,category_1,4,90,36898_4
318,36898,category_1,5,82,36898_5
319,36898,category_1,6,74,36898_6
320,36898,category_1,7,58,36898_7
321,36898,category_1,8,70,36898_8
322,36898,category_1,9,62,36898_9
323,36898,category_1,10,85,36898_10
324,36898,category_1,11,76,36898_11
325,36898,category_1,12,60,36898_12
326,36898,category_1,13,76,36898_13
327,36898,category_1,14,75,36898_14
328,36898,category_1,15,105,36898_15
329,36898,category_1,16,90,36898_16
330,36898,category_1,17,118,36898_17
331,36898,category_1,18,53,36898_18
332,36898,category_1,19,77,36898_19
333,36898,category_1,20,70,36898_20
334,37510,category_1,1,1,37510_1
335,37510,category_1,2,12,37510_2
336,37510,category_1,3,6,37510_3
337,37510,category_1,4,6,37510_4
338,37510,category_1,5,10,37510_5
339,37510,category_1,6,11,37510_6
340,37510,category_1,7,7,37510_7
341,37510,category_1,8,3,37510_8
342,37510,category_1,9,2,37510_9
343,37510,category_1,10,4,37510_10
344,37510,category_1,11,12,37510_11
345,37510,category_1,12,7,37510_12
346,37510,category_1,13,4,37510_13
347,37510,category_1,14,4,37510_14
348,37510,category_1,15,8,37510_15
349,37510,category_1,16,7,37510_16
350,37510,category_1,17,7,37510_17
351,37510,category_1,18,6,37510_18
352,37510,category_1,19,8,37510_19
353,37510,category_1,20,11,37510_20
354,37861,category_3,1,77,37861_1
355,37861,category_3,2,168,37861_2
356,37861,category_3,3,89,37861_3
357,37861,category_3,4,78,37861_4
358,37861,category_3,5,125,37861_5
359,37861,category_3,6,143,37861_6
360,37861,category_3,7,80,37861_7
361,37861,category_3,8,83,37861_8
362,37861,category_3,9,143,37861_9
363,37861,category_3,10,131,37861_10
364,37861,category_3,11,127,37861_11
365,37861,category_3,12,91,37861_12
366,37861,category_3,13,143,37861_13
367,37861,category_3,14,110,37861_14
368,37861,category_3,15,206,37861_15
369,37861,category_3,16,144,37861_16
370,37861,category_3,17,126,37861_17
371,37861,category_3,18,165,37861_18
372,37861,category_3,19,241,37861_19
373,37861,category_3,20,239,37861_20
374,38518,category_1,1,9,38518_1
375,38518,category_1,2,25,38518_2
376,38518,category_1,3,13,38518_3
377,38518,category_1,4,19,38518_4
378,38518,category_1,5,9,38518_5
379,38518,category_1,6,6,38518_6
380,38518,category_1,7,8,38518_7
381,38518,category_1,8,12,38518_8
382,38518,category_1,9,18,38518_9
383,38518,category_1,10,14,38518_10
384,38518,category_1,11,28,38518_11
385,38518,category_1,12,16,38518_12
386,38518,category_1,13,12,38518_13
387,38518,category_1,14,18,38518_14
388,38518,category_1,15,30,38518_15
389,38518,category_1,16,17,38518_16
390,38518,category_1,17,12,38518_17
391,38518,category_1,18,18,38518_18
392,38518,category_1,19,17,38518_19
393,38518,category_1,20,35,38518_20
394,39436,category_2,1,139,39436_1
395,39436,category_2,2,161,39436_2
396,39436,category_2,3,93,39436_3
397,39436,category_2,4,26,39436_4
398,39436,category_2,5,22,39436_5
399,39436,category_2,6,15,39436_6
400,39436,category_2,7,21,39436_7
401,39436,category_2,8,10,39436_8
402,39436,category_2,9,10,39436_9
403,39436,category_2,10,11,39436_10
404,39436,category_2,11,10,39436_11
405,39436,category_2,12,22,39436_12
406,39436,category_2,13,16,39436_13
407,39436,category_2,14,15,39436_14
408,39436,category_2,15,16,39436_15
409,39436,category_2,16,14,39436_16
410,39436,category_2,17,22,39436_17
411,39436,category_2,18,21,39436_18
412,39436,category_2,19,18,39436_19
413,39436,category_2,20,23,39436_20
414,40759,category_2,1,38,40759_1
415,40759,category_2,2,59,40759_2
416,40759,category_2,3,46,40759_3
417,40759,category_2,4,43,40759_4
418,40759,category_2,5,62,40759_5
419,40759,category_2,6,62,40759_6
420,40759,category_2,7,35,40759_7
421,40759,category_2,8,34,40759_8
422,40759,category_2,9,56,40759_9
423,40759,category_2,10,63,40759_10
424,40759,category_2,11,87,40759_11
425,40759,category_2,12,122,40759_12
426,40759,category_2,13,155,40759_13
427,40759,category_2,14,69,40759_14
428,40759,category_2,15,37,40759_15
429,40759,category_2,16,59,40759_16
430,40759,category_2,17,38,40759_17
431,40759,category_2,18,58,40759_18
432,40759,category_2,19,53,40759_19
433,40759,category_2,20,26,40759_20
434,41830,category_2,1,3,41830_1
435,41830,category_2,2,17,41830_2
436,41830,category_2,3,15,41830_3
437,41830,category_2,4,12,41830_4
438,41830,category_2,5,20,41830_5
439,41830,category_2,6,8,41830_6
440,41830,category_2,7,7,41830_7
441,41830,category_2,8,24,41830_8
442,41830,category_2,9,28,41830_9
443,41830,category_2,10,14,41830_10
444,41830,category_2,11,13,41830_11
445,41830,category_2,12,20,41830_12
446,41830,category_2,13,17,41830_13
447,41830,category_2,14,25,41830_14
448,41830,category_2,15,19,41830_15
449,41830,category_2,16,14,41830_16
450,41830,category_2,17,16,41830_17
451,41830,category_2,18,15,41830_18
452,41830,category_2,19,22,41830_19
453,41830,category_2,20,9,41830_20
454,42424,category_1,1,13,42424_1
455,42424,category_1,2,24,42424_2
456,42424,category_1,3,33,42424_3
457,42424,category_1,4,12,42424_4
458,42424,category_1,5,22,42424_5
459,42424,category_1,6,23,42424_6
460,42424,category_1,7,27,42424_7
461,42424,category_1,8,23,42424_8
462,42424,category_1,9,28,42424_9
463,42424,category_1,10,33,42424_10
464,42424,category_1,11,58,42424_11
465,42424,category_1,12,41,42424_12
466,42424,category_1,13,62,42424_13
467,42424,category_1,14,27,42424_14
468,42424,category_1,15,39,42424_15
469,42424,category_1,16,61,42424_16
470,42424,category_1,17,37,42424_17
471,42424,category_1,18,41,42424_18
472,42424,category_1,19,61,42424_19
473,42424,category_1,20,59,42424_20
474,42496,category_1,1,19,42496_1
475,42496,category_1,2,11,42496_2
476,42496,category_1,3,22,42496_3
477,42496,category_1,4,22,42496_4
478,42496,category_1,5,45,42496_5
479,42496,category_1,6,22,42496_6
480,42496,category_1,7,32,42496_7
481,42496,category_1,8,24,42496_8
482,42496,category_1,9,20,42496_9
483,42496,category_1,10,38,42496_10
484,42496,category_1,11,102,42496_11
485,42496,category_1,12,29,42496_12
486,42496,category_1,13,43,42496_13
487,42496,category_1,14,47,42496_14
488,42496,category_1,15,36,42496_15
489,42496,category_1,16,35,42496_16
490,42496,category_1,17,37,42496_17
491,42496,category_1,18,39,42496_18
492,42496,category_1,19,42,42496_19
493,42496,category_1,20,30,42496_20
494,43630,category_2,1,9,43630_1
495,43630,category_2,2,31,43630_2
496,43630,category_2,3,20,43630_3
497,43630,category_2,4,21,43630_4
498,43630,category_2,5,33,43630_5
499,43630,category_2,6,24,43630_6
500,43630,category_2,7,31,43630_7
501,43630,category_2,8,25,43630_8
502,43630,category_2,9,27,43630_9
503,43630,category_2,10,29,43630_10
504,43630,category_2,11,39,43630_11
505,43630,category_2,12,22,43630_12
506,43630,category_2,13,22,43630_13
507,43630,category_2,14,21,43630_14
508,43630,category_2,15,32,43630_15
509,43630,category_2,16,22,43630_16
510,43630,category_2,17,36,43630_17
511,43630,category_2,18,52,43630_18
512,43630,category_2,19,25,43630_19
513,43630,category_2,20,49,43630_20
514,43657,category_1,1,3,43657_1
515,43657,category_1,2,12,43657_2
516,43657,category_1,3,4,43657_3
517,43657,category_1,4,3,43657_4
518,43657,category_1,5,4,43657_5
519,43657,category_1,6,14,43657_6
520,43657,category_1,7,9,43657_7
521,43657,category_1,8,8,43657_8
522,43657,category_1,9,5,43657_9
523,43657,category_1,10,9,43657_10
524,43657,category_1,11,9,43657_11
525,43657,category_1,12,7,43657_12
526,43657,category_1,13,10,43657_13
527,43657,category_1,14,13,43657_14
528,43657,category_1,15,8,43657_15
529,43657,category_1,16,9,43657_16
530,43657,category_1,17,6,43657_17
531,43657,category_1,18,11,43657_18
532,43657,category_1,19,16,43657_19
533,43657,category_1,20,23,43657_20
534,43738,category_1,1,10,43738_1
535,43738,category_1,2,11,43738_2
536,43738,category_1,3,13,43738_3
537,43738,category_1,4,8,43738_4
538,43738,category_1,5,13,43738_5
539,43738,category_1,6,5,43738_6
540,43738,category_1,7,11,43738_7
541,43738,category_1,8,12,43738_8
542,43738,category_1,9,27,43738_9
543,43738,category_1,10,17,43738_10
544,43738,category_1,11,19,43738_11
545,43738,category_1,12,18,43738_12
546,43738,category_1,13,24,43738_13
547,43738,category_1,14,12,43738_14
548,43738,category_1,15,25,43738_15
549,43738,category_1,16,30,43738_16
550,43738,category_1,17,28,43738_17
551,43738,category_1,18,17,43738_18
552,43738,category_1,19,17,43738_19
553,43738,category_1,20,31,43738_20
554,48940,category_1,1,2,48940_1
555,48940,category_1,2,10,48940_2
556,48940,category_1,3,16,48940_3
557,48940,category_1,4,8,48940_4
558,48940,category_1,5,12,48940_5
559,48940,category_1,6,12,48940_6
560,48940,category_1,7,12,48940_7
561,48940,category_1,8,18,48940_8
562,48940,category_1,9,18,48940_9
563,48940,category_1,10,11,48940_10
564,48940,category_1,11,6,48940_11
565,48940,category_1,12,12,48940_12
566,48940,category_1,13,23,48940_13
567,48940,category_1,14,18,48940_14
568,48940,category_1,15,21,48940_15
569,48940,category_1,16,25,48940_16
570,48940,category_1,17,9,48940_17
571,48940,category_1,18,28,48940_18
572,48940,category_1,19,17,48940_19
573,48940,category_1,20,16,48940_20
574,50785,category_2,1,9,50785_1
575,50785,category_2,2,18,50785_2
576,50785,category_2,3,5,50785_3
577,50785,category_2,4,10,50785_4
578,50785,category_2,5,22,50785_5
579,50785,category_2,6,28,50785_6
580,50785,category_2,7,12,50785_7
581,50785,category_2,8,21,50785_8
582,50785,category_2,9,24,50785_9
583,50785,category_2,10,10,50785_10
584,50785,category_2,11,15,50785_11
585,50785,category_2,12,7,50785_12
586,50785,category_2,13,7,50785_13
587,50785,category_2,14,6,50785_14
588,50785,category_2,15,5,50785_15
589,50785,category_2,16,19,50785_16
590,50785,category_2,17,29,50785_17
591,50785,category_2,18,33,50785_18
592,50785,category_2,19,10,50785_19
593,50785,category_2,20,65,50785_20
594,57058,category_2,1,5,57058_1
595,57058,category_2,2,11,57058_2
596,57058,category_2,3,6,57058_3
597,57058,category_2,4,4,57058_4
598,57058,category_2,5,2,57058_5
599,57058,category_2,6,5,57058_6
600,57058,category_2,7,10,57058_7
601,57058,category_2,8,4,57058_8
602,57058,category_2,9,7,57058_9
603,57058,category_2,10,3,57058_10
604,57058,category_2,11,13,57058_11
605,57058,category_2,12,4,57058_12
606,57058,category_2,13,3,57058_13
607,57058,category_2,14,13,57058_14
608,57058,category_2,15,3,57058_15
609,57058,category_2,16,7,57058_16
610,57058,category_2,17,16,57058_17
611,57058,category_2,18,12,57058_18
612,57058,category_2,19,12,57058_19
613,57058,category_2,20,5,57058_20
614,59047,category_1,1,3,59047_1
615,59047,category_1,2,5,59047_2
616,59047,category_1,3,4,59047_3
617,59047,category_1,4,1,59047_4
618,59047,category_1,5,17,59047_5
619,59047,category_1,6,15,59047_6
620,59047,category_1,7,3,59047_7
621,59047,category_1,8,9,59047_8
622,59047,category_1,10,8,59047_10
623,59047,category_1,11,12,59047_11
624,59047,category_1,12,11,59047_12
625,59047,category_1,13,8,59047_13
626,59047,category_1,14,2,59047_14
627,59047,category_1,15,8,59047_15
628,59047,category_1,16,37,59047_16
629,59047,category_1,17,8,59047_17
630,59047,category_1,18,16,59047_18
631,59047,category_1,19,7,59047_19
632,59047,category_1,20,4,59047_20
633,59749,category_2,1,26,59749_1
634,59749,category_2,2,44,59749_2
635,59749,category_2,3,37,59749_3
636,59749,category_2,4,38,59749_4
637,59749,category_2,5,44,59749_5
638,59749,category_2,6,28,59749_6
639,59749,category_2,7,44,59749_7
640,59749,category_2,8,28,59749_8
641,59749,category_2,9,38,59749_9
642,59749,category_2,10,61,59749_10
643,59749,category_2,11,70,59749_11
644,59749,category_2,12,82,59749_12
645,59749,category_2,13,99,59749_13
646,59749,category_2,14,83,59749_14
647,59749,category_2,15,55,59749_15
648,59749,category_2,16,47,59749_16
649,59749,category_2,17,45,59749_17
650,59749,category_2,18,44,59749_18
651,59749,category_2,19,35,59749_19
652,59749,category_2,20,32,59749_20
653,64978,category_2,1,2,64978_1
654,64978,category_2,2,8,64978_2
655,64978,category_2,3,3,64978_3
656,64978,category_2,4,2,64978_4
657,64978,category_2,5,6,64978_5
658,64978,category_2,6,4,64978_6
659,64978,category_2,7,7,64978_7
660,64978,category_2,8,3,64978_8
661,64978,category_2,9,12,64978_9
662,64978,category_2,10,9,64978_10
663,64978,category_2,11,6,64978_11
664,64978,category_2,12,3,64978_12
665,64978,category_2,13,3,64978_13
666,64978,category_2,14,2,64978_14
667,64978,category_2,15,3,64978_15
668,64978,category_2,16,4,64978_16
669,64978,category_2,17,1,64978_17
670,64978,category_2,18,3,64978_18
671,64978,category_2,19,5,64978_19
672,64978,category_2,20,5,64978_20
673,65788,category_2,1,26,65788_1
674,65788,category_2,2,46,65788_2
675,65788,category_2,3,54,65788_3
676,65788,category_2,4,52,65788_4
677,65788,category_2,5,32,65788_5
678,65788,category_2,6,4,65788_6
679,65788,category_2,7,12,65788_7
680,65788,category_2,8,8,65788_8
681,65788,category_2,9,10,65788_9
682,65788,category_2,10,15,65788_10
683,65788,category_2,11,13,65788_11
684,65788,category_2,12,11,65788_12
685,65788,category_2,13,7,65788_13
686,65788,category_2,14,14,65788_14
687,65788,category_2,15,12,65788_15
688,65788,category_2,16,8,65788_16
689,65788,category_2,17,9,65788_17
690,65788,category_2,18,17,65788_18
691,65788,category_2,19,9,65788_19
692,65788,category_2,20,9,65788_20
693,75886,category_2,1,7,75886_1
694,75886,category_2,2,12,75886_2
695,75886,category_2,3,8,75886_3
696,75886,category_2,4,10,75886_4
697,75886,category_2,5,10,75886_5
698,75886,category_2,6,3,75886_6
699,75886,category_2,7,9,75886_7
700,75886,category_2,8,3,75886_8
701,75886,category_2,9,13,75886_9
702,75886,category_2,10,15,75886_10
703,75886,category_2,11,8,75886_11
704,75886,category_2,12,17,75886_12
705,75886,category_2,13,7,75886_13
706,75886,category_2,14,13,75886_14
707,75886,category_2,15,9,75886_15
708,75886,category_2,16,9,75886_16
709,75886,category_2,18,6,75886_18
710,75886,category_2,19,12,75886_19
711,75886,category_2,20,14,75886_20
712,76399,category_1,1,21,76399_1
713,76399,category_1,2,11,76399_2
714,76399,category_1,3,12,76399_3
715,76399,category_1,4,31,76399_4
716,76399,category_1,5,23,76399_5
717,76399,category_1,6,18,76399_6
718,76399,category_1,7,35,76399_7
719,76399,category_1,8,29,76399_8
720,76399,category_1,9,19,76399_9
721,76399,category_1,10,25,76399_10
722,76399,category_1,11,16,76399_11
723,76399,category_1,12,31,76399_12
724,76399,category_1,13,39,76399_13
725,76399,category_1,14,25,76399_14
726,76399,category_1,15,45,76399_15
727,76399,category_1,16,39,76399_16
728,76399,category_1,17,60,76399_17
729,76399,category_1,18,55,76399_18
730,76399,category_1,19,18,76399_19
731,86974,category_2,1,12,86974_1
732,86974,category_2,2,20,86974_2
733,86974,category_2,3,17,86974_3
734,86974,category_2,4,2,86974_4
735,86974,category_2,5,1,86974_5
736,86974,category_2,6,35,86974_6
737,86974,category_2,7,1,86974_7
738,86974,category_2,8,14,86974_8
739,86974,category_2,9,11,86974_9
740,86974,category_2,10,8,86974_10
741,86974,category_2,11,30,86974_11
742,86974,category_2,12,20,86974_12
743,86974,category_2,13,19,86974_13
744,86974,category_2,14,43,86974_14
745,86974,category_2,15,36,86974_15
746,86974,category_2,16,23,86974_16
747,86974,category_2,17,25,86974_17
748,86974,category_2,19,23,86974_19
749,86992,category_1,1,5,86992_1
750,86992,category_1,2,43,86992_2
751,86992,category_1,3,31,86992_3
752,86992,category_1,4,37,86992_4
753,86992,category_1,5,45,86992_5
754,86992,category_1,6,41,86992_6
755,86992,category_1,7,33,86992_7
756,86992,category_1,8,61,86992_8
757,86992,category_1,9,50,86992_9
758,86992,category_1,10,43,86992_10
759,86992,category_1,11,54,86992_11
760,86992,category_1,12,65,86992_12
761,86992,category_1,13,55,86992_13
762,86992,category_1,14,71,86992_14
763,86992,category_1,15,41,86992_15
764,86992,category_1,16,52,86992_16
765,86992,category_1,17,72,86992_17
766,86992,category_1,18,79,86992_18
767,86992,category_1,19,75,86992_19
768,86992,category_1,20,104,86992_20
769,87046,category_2,1,6,87046_1
770,87046,category_2,2,6,87046_2
771,87046,category_2,3,6,87046_3
772,87046,category_2,4,1,87046_4
773,87046,category_2,6,11,87046_6
